Participant_Num,Stimulus,Predicted_Mean,Observed_Mean
8,S8,6.0344371025145795,5.75
8,S9,6.02771513447839,6.0625
8,S10,6.026611055637518,6.125
9,S4,4.19691338592988,3.8125
9,S5,4.319644883940185,4.0
9,S6,4.545654431721903,4.5
9,CS+,4.969298590647979,4.897435897435898
9,S8,4.533159556462949,5.0
9,S9,4.274442991543831,4.75
9,S10,4.163331464242988,4.0
10,S4,3.4156622092246325,3.0625
10,S5,3.6007780361172235,2.9375
10,S6,4.375454277534873,5.133333333333334
10,CS+,8.236308229903681,8.368421052631579
10,S8,4.362461742452594,4.6875
10,S9,3.590202679546304,3.6666666666666665
10,S10,3.4185542384878587,1.9375
11,S4,5.384925136259974,5.3125
11,S5,5.483681697391481,5.125
11,S6,5.506621606809483,4.9375
11,CS+,5.4980450816206785,5.421052631578948
11,S8,5.436323224101334,4.875
11,S9,5.510065760865119,6.3125
11,S10,5.291941456090169,5.25
12,S4,7.108526068551603,7.875
12,S5,7.595142666179431,8.1875
12,S6,8.077403805438777,8.625
12,CS+,8.478914894234219,7.935897435897436
12,S8,8.05772335205903,6.75
12,S9,7.52609399514355,6.1875
12,S10,7.200602537313016,5.4375
13,S4,4.204776074600533,3.9375
13,S5,4.749955435978234,5.1875
13,S6,6.027582561634896,7.625
13,CS+,8.371345221386129,8.256410256410257
13,S8,6.0570160310137755,5.9375
13,S9,4.790052909230968,4.0625
13,S10,4.194924886615034,3.4375
14,S4,5.210370164280064,4.6
14,S5,5.7449641304513035,5.4375
14,S6,6.57425021366649,7.8125
14,CS+,7.882955115716871,7.3896103896103895
14,S8,6.625011821361136,6.4375
14,S9,5.7020354965607725,4.75
14,S10,5.208828288597868,4.5625
15,S4,3.187181264028546,2.625
15,S5,3.4326658771417584,2.933333333333333
15,S6,4.14931496023052,5.4375
15,CS+,6.100051324299498,6.0
15,S8,4.146195473063085,4.1875
15,S9,3.459021433777046,2.875
15,S10,3.184537686222968,2.5625
16,S4,6.900917697116555,6.8125
16,S5,6.889558046773407,6.9375
16,S6,6.899568418592096,6.9375
16,CS+,6.972674007864625,6.9743589743589745
16,S8,6.89701678668088,6.875
16,S9,6.882435458809577,7.0625
16,S10,6.819233046362757,7.0
17,S4,5.764346098149997,5.25
17,S5,6.718406250322565,6.9375
17,S6,8.313953003688102,9.3125
17,CS+,9.683749786213998,9.666666666666666
17,S8,8.254382320625064,8.3125
17,S9,6.740868177453856,6.0625
17,S10,5.736107526635028,6.0625
18,S4,2.677049995153946,2.9375
18,S5,2.802276880217614,2.875
18,S6,3.2947802197902174,3.8125
18,CS+,4.824244931318993,3.217948717948718
18,S8,3.329200622246921,2.8125
18,S9,2.802083653657607,2.5
18,S10,2.6795334925806316,2.5
19,S4,4.918395400011238,4.375
19,S5,5.045911170887379,4.25
19,S6,5.193141023323995,6.75
19,CS+,5.314107843067707,4.9743589743589745
19,S8,5.033392028545976,5.5625
19,S9,5.0206142450276126,3.875
19,S10,4.948136987258373,6.5
20,S4,5.176113734465305,5.5
20,S5,5.195940479766262,4.3125
20,S6,5.191913583077199,5.3125
20,CS+,5.224921115946174,5.184210526315789
20,S8,5.199718647928916,4.9375
20,S9,5.194654275962636,5.466666666666667
20,S10,5.185570409902379,5.8125
21,S4,4.816045572380503,3.375
21,S5,4.968208319052423,4.666666666666667
21,S6,5.340235613786735,6.0
21,CS+,6.166012250818743,5.884615384615385
21,S8,5.216807813434659,4.8125
21,S9,4.936766475724567,5.25
21,S10,4.81810719616842,5.25
22,S4,2.4178740317899305,1.5625
22,S5,2.564533224106442,2.375
22,S6,3.4269432217130857,3.25
22,CS+,6.1433351169425086,4.8441558441558445
22,S8,3.4538814211054647,3.5625
22,S9,2.576134869434816,3.1875
22,S10,2.41920963239001,2.0
23,S4,6.925961228712992,6.875
23,S5,6.926807504006868,6.625
23,S6,6.94123823112939,6.9375
23,CS+,6.941808264073321,6.858974358974359
23,S8,6.926235486759059,7.4375
23,S9,6.9204249065124515,7.0
23,S10,6.915166247039789,7.5625
24,S4,3.0756889959942275,3.1875
24,S5,3.150469359635504,2.4375
24,S6,3.8604017979154728,2.25
24,CS+,6.552898104744192,5.2727272727272725
24,S8,3.854695543985089,6.3125
24,S9,3.1439916293587373,2.875
24,S10,3.0734436248506207,2.8125
25,S4,5.080285942469004,5.0
25,S5,5.0942020785518665,4.9375
25,S6,5.114527048183091,5.0
25,CS+,5.149693003563469,5.038461538461538
25,S8,5.115831447757543,5.0625
25,S9,5.094879810404885,5.0
25,S10,5.079102107815245,5.0625
26,S4,2.9191186050567,2.4375
26,S5,3.369638576639622,2.6875
26,S6,4.408145203021218,5.5625
26,CS+,6.524313615086087,5.846153846153846
26,S8,4.328689212470163,4.875
26,S9,3.310839789979095,3.375
26,S10,2.947428855866978,2.5
27,S4,3.762645322276764,4.3125
27,S5,3.7699736737789644,4.75
27,S6,3.7974152473339453,3.0625
27,CS+,3.832240843234578,3.6025641025641026
27,S8,3.798836632153904,4.6875
27,S9,3.781280952585608,3.375
27,S10,3.77118016223201,3.9375
28,S4,2.4577221131854334,1.1538461538461537
28,S5,2.7343259427014495,1.8333333333333333
28,S6,3.483032999116843,4.0
28,CS+,6.321619209633736,6.028985507246377
28,S8,3.5273915532320395,5.384615384615385
28,S9,2.7388277809581894,1.7857142857142858
28,S10,2.471482454435683,1.0
29,S4,1.8774600991054486,1.0
29,S5,1.9419722255795921,1.0625
29,S6,2.162468699559936,1.8125
29,CS+,3.4948019961576144,3.6538461538461537
29,S8,2.153422832668222,3.5
29,S9,1.9436601585389581,1.8
29,S10,1.8844719591956647,1.4375
30,S4,4.340412567757397,1.9375
30,S5,4.339362671848466,2.25
30,S6,4.3632698859999,3.3125
30,CS+,4.414061095049211,4.259740259740259
30,S8,4.361988270639136,5.666666666666667
30,S9,4.347712941445189,5.375
30,S10,4.339396373602417,6.6875
31,S4,5.802448588822319,6.0
31,S5,5.833110895105048,5.8
31,S6,5.860233792166421,5.625
31,CS+,5.9318543047775165,6.1891891891891895
31,S8,5.881921493889361,6.642857142857143
31,S9,5.8185886103909565,5.0
31,S10,5.81069094460759,5.625
32,S4,5.777939132242241,6.125
32,S5,5.796530945105225,5.333333333333333
32,S6,5.824287729055497,5.2
32,CS+,5.978576175209438,6.064935064935065
32,S8,5.830143421074935,5.533333333333333
32,S9,5.795112295638606,5.6875
32,S10,5.7799724914524715,6.125
33,S4,5.5125984579665745,5.125
33,S5,5.528980537145261,5.6875
33,S6,5.566624605344779,5.875
33,CS+,5.692669475153311,5.858974358974359
33,S8,5.5663089233807765,5.5625
33,S9,5.526884921789543,4.6875
33,S10,5.507505963127926,5.6
34,S4,3.5679867829837306,3.375
34,S5,3.576436454719704,3.0
34,S6,3.5911705974516064,3.0
34,CS+,3.610872044040278,3.5384615384615383
34,S8,3.5873269142546924,3.1875
34,S9,3.5728160333871406,4.125
34,S10,3.5715702940174903,3.6875
35,S4,6.073075515142005,5.125
35,S5,6.227829482948,5.875
35,S6,6.559096070130042,6.3125
35,CS+,7.231359092509047,7.141025641025641
35,S8,6.53288024597678,6.8125
35,S9,6.22837820884274,7.125
35,S10,6.067228755367555,6.5625
36,S4,3.994099902471919,3.6875
36,S5,3.9978290480024925,3.9375
36,S6,4.021148361867344,4.125
36,CS+,4.070341540149022,3.8051948051948052
36,S8,3.9953027189857067,4.0625
36,S9,3.9927394683907957,4.75
36,S10,4.008924223887687,5.0
37,S4,4.5948010868954094,4.466666666666667
37,S5,4.661633229069165,4.4
37,S6,5.006946256175182,4.9375
37,CS+,5.481400090087968,4.205128205128205
37,S8,4.978427479930841,4.375
37,S9,4.649854681264348,4.5625
37,S10,4.4639510590661455,4.4375
38,S4,4.057239622270202,2.8125
38,S5,4.403392166198134,3.9375
38,S6,4.750687572179861,4.5625
38,CS+,5.802389822852043,5.467532467532467
38,S8,4.930336501649406,5.625
38,S9,4.407881931845588,5.0
38,S10,4.109915442224549,4.5
39,S4,5.927383822575808,5.625
39,S5,5.932852014516805,6.75
39,S6,5.958916461658488,6.25
39,CS+,5.97789121878129,5.589743589743589
39,S8,5.9587422160388375,6.875
39,S9,5.9368962073835485,5.375
39,S10,5.923194330761336,6.266666666666667
40,S4,2.715245921453496,1.875
40,S5,2.8523376582456708,2.25
40,S6,3.357696408586348,3.5
40,CS+,5.652231012279333,5.662337662337662
40,S8,3.3242823702691187,4.4
40,S9,2.856553897471666,2.75
40,S10,2.715018033118881,1.875
